geometry,geometry_vertex_count,GMDE,BEZIRK,KT,Gemeinde,import_notes
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.23494152085,47.3284703508,0 8.25687093243,47.3253303534,0 8.26621392118,47.3211975722,0 8.27997624019,47.3046263756,0 8.28218941874,47.2973773943,0 8.27696526483,47.2964888786,0 8.27241167628,47.3012717863,0 8.2558207889,47.2990874982,0 8.23594175029,47.3086273805,0 8.22767088072,47.3146035641,0 8.23494152085,47.3284703508,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",11,4076,1903,19,Sarmenstorf,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.28102860565,47.388082926,0 8.27136850759,47.3997305124,0 8.26417323801,47.4030925591,0 8.26826660996,47.4089914563,0 8.28440159515,47.4119870855,0 8.29588499769,47.4008826814,0 8.28102860565,47.388082926,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",7,4077,1903,19,TA$?gerig,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.27997624019,47.3046263756,0 8.26621392118,47.3211975722,0 8.28003965977,47.325433685,0 8.2840936454,47.3199255032,0 8.28745013407,47.3246777449,0 8.28868235097,47.3239579937,0 8.29047194418,47.3200315388,0 8.27997624019,47.3046263756,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,4078,1903,19,Uezwil,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.40973679207,47.3301999003,0 8.41119674223,47.3239082943,0 8.40508854384,47.3197673953,0 8.38775476805,47.3210897455,0 8.38112716252,47.3106365686,0 8.38226964003,47.3154041859,0 8.3648070647,47.3305961294,0 8.35062966448,47.334910165,0 8.36706060058,47.3338705909,0 8.37416145654,47.3380953973,0 8.3786486831,47.3328861999,0 8.38863203066,47.3294939047,0 8.40973679207,47.3301999003,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,4079,1903,19,Unterlunkhofen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.2367865855,47.374867265,0 8.25003833844,47.3684778928,0 8.25144546714,47.370447085,0 8.2627485456,47.3598058786,0 8.25840088344,47.3534407472,0 8.26178496536,47.3428374987,0 8.26652655263,47.3396460321,0 8.25642365117,47.3358587745,0 8.25687093243,47.3253303534,0 8.23494152085,47.3284703508,0 8.23168198053,47.3343941043,0 8.21282199023,47.3469543838,0 8.21767940537,47.3505650399,0 8.22430674182,47.3493686798,0 8.23738443993,47.3661551872,0 8.228737061,47.3785928655,0 8.2326542486,47.3810578484,0 8.2367865855,47.374867265,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,4080,1903,19,Villmergen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.34823261821,47.3650746901,0 8.34557636721,47.3692696995,0 8.35306295074,47.3765063964,0 8.36552622022,47.3841795793,0 8.36778772748,47.3794205535,0 8.37028178483,47.3720777542,0 8.36732863872,47.3659932618,0 8.35945477224,47.3616572617,0 8.34823261821,47.3650746901,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,4081,1903,19,Widen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.26546261867,47.3743237856,0 8.27843478649,47.374787972,0 8.28220086451,47.3658996093,0 8.28721965311,47.3684266788,0 8.29395050718,47.3629075394,0 8.30220405971,47.3607590801,0 8.32051190994,47.34458995,0 8.30329043464,47.3461055654,0 8.28723384074,47.3368688858,0 8.27839654014,47.3378870697,0 8.27586523266,47.3351257036,0 8.26652655263,47.3396460321,0 8.26178496536,47.3428374987,0 8.25840088344,47.3534407472,0 8.2627485456,47.3598058786,0 8.25144546714,47.370447085,0 8.26190727921,47.375635576,0 8.26546261867,47.3743237856,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,4082,1903,19,Wohlen AG,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.34823261821,47.3650746901,0 8.35945477224,47.3616572617,0 8.3764361253,47.3425210007,0 8.37416145654,47.3380953973,0 8.36706060058,47.3338705909,0 8.35062966448,47.334910165,0 8.33879788219,47.3403286732,0 8.35212012526,47.3477627092,0 8.34783575426,47.3650958064,0 8.34823261821,47.3650746901,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,4083,1903,19,Zufikon,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.43733577297,47.316578061,0 8.4330392398,47.3167321165,0 8.43158325113,47.3209548768,0 8.43391897512,47.3277268812,0 8.45096013362,47.3318428731,0 8.45521054044,47.3361506809,0 8.44234784818,47.3171912987,0 8.43733577297,47.316578061,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,4084,1903,19,Islisberg,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.10505479452,47.4137264151,0 8.09947878635,47.4246789821,0 8.11327064557,47.4272800434,0 8.12539546799,47.4279733239,0 8.14891414747,47.4251686333,0 8.16172097532,47.4184865283,0 8.15573186044,47.4166347411,0 8.12284369631,47.4119763618,0 8.10505479452,47.4137264151,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,4091,1904,19,Auenstein,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.20863628173,47.424687544,0 8.18898104218,47.4276863161,0 8.19781510077,47.4392329881,0 8.23155393013,47.4415434421,0 8.23472472469,47.4381123303,0 8.22976730154,47.4283860809,0 8.2222766112,47.4238223079,0 8.21760021885,47.4276320641,0 8.20974788407,47.4273068614,0 8.20863628173,47.424687544,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,4092,1904,19,Birr,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.25868508655,47.4502779784,0 8.24995331565,47.4403454005,0 8.24909656231,47.4328400456,0 8.25321649569,47.4317676105,0 8.23845600553,47.425240817,0 8.23608117574,47.427758007,0 8.22976730154,47.4283860809,0 8.23472472469,47.4381123303,0 8.23155393013,47.4415434421,0 8.2400254523,47.4458569397,0 8.25868508655,47.4502779784,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",11,4093,1904,19,Birrhard,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.07642325911,47.4907266463,0 8.07757141789,47.5067678895,0 8.08535181359,47.5133902053,0 8.09248863387,47.5031495339,0 8.1056953983,47.5019588347,0 8.09097511105,47.4901418751,0 8.09458691718,47.4827632999,0 8.07642325911,47.4907266463,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,4094,1904,19,Bözen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.21493869225,47.487866094,0 8.20242114104,47.4737994771,0 8.20005961038,47.4728795029,0 8.17770666502,47.4663767071,0 8.17612077537,47.4668096081,0 8.18119771565,47.4722374023,0 8.19202566955,47.4733098715,0 8.1945406484,47.4794373782,0 8.18860774675,47.4812030828,0 8.18050248439,47.4766136488,0 8.17889901005,47.4824799394,0 8.18203559446,47.4837821735,0 8.1983199181,47.4876344797,0 8.20627106206,47.4932761551,0 8.22332823179,47.4997105169,0 8.23292523369,47.5085865496,0 8.23569775652,47.5093231209,0 8.23557692941,47.5074619025,0 8.2381594913,47.4937980299,0 8.23010956387,47.488887832,0 8.21493869225,47.487866094,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",21,4095,1904,19,Brugg,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.10694344281,47.4776732469,0 8.09458691718,47.4827632999,0 8.09097511105,47.4901418751,0 8.1056953983,47.5019588347,0 8.11569529584,47.5033310801,0 8.12085238042,47.515219579,0 8.12911252725,47.5112307234,0 8.13265295351,47.5017285215,0 8.12693183982,47.4873791121,0 8.11196790193,47.4815301396,0 8.10694344281,47.4776732469,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",11,4096,1904,19,Effingen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.1130395882,47.5189803488,0 8.12085238042,47.515219579,0 8.11569529584,47.5033310801,0 8.1056953983,47.5019588347,0 8.09248863387,47.5031495339,0 8.08535181359,47.5133902053,0 8.09715971922,47.5212485116,0 8.1130395882,47.5189803488,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,4097,1904,19,Elfingen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.11196790193,47.4815301396,0 8.12693183982,47.4873791121,0 8.13450055871,47.4856787378,0 8.13589230716,47.4754246218,0 8.11196790193,47.4815301396,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",5,4098,1904,19,Gallenkirch,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.81924228932,47.5363641235,0 7.8343230079,47.535216298,0 7.833012736,47.5161333507,0 7.8084463064,47.4985479793,0 7.80324186093,47.4983575696,0 7.79263780328,47.5045430394,0 7.79077679646,47.506167812,0 7.79885440437,47.5169100677,0 7.79571028604,47.5252401631,0 7.78410222756,47.529125147,0 7.78814453105,47.535940222,0 7.79351370518,47.5343947892,0 7.80465173227,47.5412773211,0 7.81924228932,47.5363641235,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",14,4253,1909,19,Magden,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.45006767388,47.656065547,0 8.4498915407,47.6593953035,0 8.4415482131,47.6631736568,0 8.4415461492,47.6722137996,0 8.42253844505,47.6849514553,0 8.44299378999,47.6888692244,0 8.45786882375,47.680958944,0 8.46421921047,47.6842312638,0 8.48818179966,47.6767491971,0 8.49607307233,47.6683930501,0 8.51697784586,47.670215806,0 8.52588970419,47.6677399932,0 8.5239116179,47.6654377099,0 8.52803315831,47.6618819669,0 8.53494251978,47.651517301,0 8.53299035403,47.6472359369,0 8.50073933143,47.6487228001,0 8.49502903184,47.6480822524,0 8.49354028481,47.6435081823,0 8.48392846647,47.6454571388,0 8.47749823926,47.6515236881,0 8.47417369789,47.6496643775,0 8.47915870284,47.6411642502,0 8.47470034383,47.6398278405,0 8.46745891098,47.6438951341,0 8.46467857709,47.6577364287,0 8.45006767388,47.656065547,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",27,2974,1406,14,Wilchingen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.26325858401,47.3609522451,0 9.25709567614,47.3627410768,0 9.25376585394,47.3680121808,0 9.22209233163,47.3745342386,0 9.21992960941,47.3859136306,0 9.23304829113,47.3891386471,0 9.23377662259,47.3993486294,0 9.23738563063,47.3975199586,0 9.25313762207,47.4020693528,0 9.26702881316,47.4025251593,0 9.29542728228,47.3982751474,0 9.30418188532,47.3966224618,0 9.32657344722,47.4017563456,0 9.3291912469,47.3922477731,0 9.32342093797,47.3752190909,0 9.31007816766,47.3698304399,0 9.30358792181,47.3736065944,0 9.29544542477,47.3737108341,0 9.26325858401,47.3609522451,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",19,3001,1501,15,Herisau,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.29750445124,47.3492034596,0 9.29857398648,47.3608835027,0 9.31007816766,47.3698304399,0 9.32342093797,47.3752190909,0 9.32538624671,47.3708679877,0 9.33815454125,47.3656647424,0 9.33972124246,47.3613199157,0 9.35271889642,47.3563361571,0 9.34483384812,47.3535692843,0 9.34483124543,47.3460919523,0 9.33457475662,47.3421038267,0 9.33017305568,47.3322152378,0 9.31112021357,47.3241039093,0 9.31752825675,47.3170532175,0 9.31491054616,47.2926660424,0 9.32483791467,47.284288731,0 9.34450701535,47.2507436163,0 9.32503598763,47.2483646517,0 9.30944443246,47.256339392,0 9.31004353721,47.2602348737,0 9.31209763669,47.2679219255,0 9.30495799314,47.2728067996,0 9.31849941884,47.2837894053,0 9.3057428158,47.2895755734,0 9.31208400519,47.3089715479,0 9.30478786731,47.3216420956,0 9.29737977074,47.3236062981,0 9.29291912629,47.3353754338,0 9.29750445124,47.3492034596,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",29,3002,1501,15,Hundwil,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.21900982873,47.3092403058,0 9.21101695048,47.3223112246,0 9.23467990616,47.3333994226,0 9.2463427302,47.3295641591,0 9.25509484526,47.3308483483,0 9.25121368597,47.3202379336,0 9.21900982873,47.3092403058,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",7,3003,1501,15,Schönengrund,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.23467990616,47.3333994226,0 9.22599023831,47.3438457948,0 9.2063449073,47.3438424768,0 9.19287011706,47.3523349295,0 9.19736728429,47.3558115601,0 9.19253368746,47.3638389972,0 9.21138429424,47.3644148395,0 9.22209233163,47.3745342386,0 9.25376585394,47.3680121808,0 9.25709567614,47.3627410768,0 9.26325858401,47.3609522451,0 9.26853087421,47.3556050659,0 9.27049490148,47.3441736451,0 9.25503413808,47.3337286157,0 9.25509484526,47.3308483483,0 9.2463427302,47.3295641591,0 9.23467990616,47.3333994226,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,3004,1501,15,Schwellbrunn,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.35271889642,47.3563361571,0 9.33972124246,47.3613199157,0 9.33815454125,47.3656647424,0 9.32538624671,47.3708679877,0 9.32342093797,47.3752190909,0 9.3291912469,47.3922477731,0 9.32657344722,47.4017563456,0 9.34102722926,47.4008713755,0 9.35143804927,47.3844761619,0 9.35997367908,47.3794305551,0 9.3580467106,47.3730110298,0 9.366577268,47.3598397062,0 9.35271889642,47.3563361571,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,3005,1501,15,Stein AR,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.21900982873,47.3092403058,0 9.25121368597,47.3202379336,0 9.25509484526,47.3308483483,0 9.25503413808,47.3337286157,0 9.27049490148,47.3441736451,0 9.27988025438,47.3437723353,0 9.29750445124,47.3492034596,0 9.29291912629,47.3353754338,0 9.29737977074,47.3236062981,0 9.30478786731,47.3216420956,0 9.31208400519,47.3089715479,0 9.3057428158,47.2895755734,0 9.31849941884,47.2837894053,0 9.30495799314,47.2728067996,0 9.31209763669,47.2679219255,0 9.31004353721,47.2602348737,0 9.2984002628,47.2587587503,0 9.27594899941,47.2704205632,0 9.23478985699,47.2667234285,0 9.20747462168,47.2777454663,0 9.22553188519,47.2942299936,0 9.21798745358,47.3047661737,0 9.21900982873,47.3092403058,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",23,3006,1501,15,UrnA$?sch,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.26325858401,47.3609522451,0 9.29544542477,47.3737108341,0 9.30358792181,47.3736065944,0 9.31007816766,47.3698304399,0 9.29857398648,47.3608835027,0 9.29750445124,47.3492034596,0 9.27988025438,47.3437723353,0 9.27049490148,47.3441736451,0 9.26853087421,47.3556050659,0 9.26325858401,47.3609522451,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,3007,1501,15,Waldstatt,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.45538436364,47.3871617207,0 9.43642369289,47.3797348252,0 9.43229723657,47.3721306638,0 9.41324065465,47.3701006436,0 9.40453512181,47.3746763038,0 9.40252651898,47.3794794968,0 9.41378184858,47.3864860351,0 9.43543562974,47.3933122041,0 9.44515274835,47.3916590934,0 9.45268498369,47.3946143802,0 9.45538436364,47.3871617207,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",11,3021,1502,15,Bühler,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.43229723657,47.3721306638,0 9.43642369289,47.3797348252,0 9.45538436364,47.3871617207,0 9.4686745466,47.3916979542,0 9.50919097221,47.3942900816,0 9.50021062966,47.3649629358,0 9.50365264457,47.3556959723,0 9.50420542136,47.348775234,0 9.48855698697,47.351573841,0 9.48049546068,47.3485223125,0 9.46706529467,47.3477063525,0 9.44687122983,47.3574628049,0 9.43920311469,47.3577939344,0 9.43689580611,47.3615951845,0 9.43229723657,47.3721306638,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",15,3022,1502,15,Gais,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.4532954282,47.4324680564,0 9.4640080842,47.4188195665,0 9.45540292508,47.4079473021,0 9.45268498369,47.3946143802,0 9.44515274835,47.3916590934,0 9.43543562974,47.3933122041,0 9.43547760027,47.4014998131,0 9.43104106313,47.4022962711,0 9.42705854233,47.4085106094,0 9.43589963286,47.4229980445,0 9.43625556747,47.4356611894,0 9.4532954282,47.4324680564,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,3023,1502,15,Speicher,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.35143804927,47.3844761619,0 9.34102722926,47.4008713755,0 9.35935816939,47.403510365,0 9.3729199275,47.4090787759,0 9.40104277298,47.4021349178,0 9.42705854233,47.4085106094,0 9.43104106313,47.4022962711,0 9.43547760027,47.4014998131,0 9.43543562974,47.3933122041,0 9.41378184858,47.3864860351,0 9.40252651898,47.3794794968,0 9.38715320793,47.3800368785,0 9.37412777687,47.3872474137,0 9.35143804927,47.3844761619,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",14,3024,1502,15,Teufen AR,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.4640080842,47.4188195665,0 9.47313063066,47.4191992008,0 9.47816237644,47.4138465282,0 9.48949805682,47.4121611564,0 9.50149790106,47.4043709286,0 9.512010192,47.4037328088,0 9.51031508973,47.3959346271,0 9.50919097221,47.3942900816,0 9.4686745466,47.3916979542,0 9.45538436364,47.3871617207,0 9.45268498369,47.3946143802,0 9.45540292508,47.4079473021,0 9.4640080842,47.4188195665,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,3025,1502,15,Trogen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.46939343418,47.4393938621,0 9.49636301662,47.4436679824,0 9.51043586092,47.4508131923,0 9.52536304277,47.4529202925,0 9.51969468482,47.4446900553,0 9.5204724407,47.4340580581,0 9.51587475092,47.4307664133,0 9.51069986675,47.4300044668,0 9.50965861603,47.4380046073,0 9.48724806172,47.4380890163,0 9.47283302926,47.4339614805,0 9.46939343418,47.4393938621,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,3031,1503,15,Grub AR,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.52536304277,47.4529202925,0 9.53053042919,47.4665852732,0 9.53379198034,47.4692077138,0 9.54412446536,47.4704148139,0 9.54770691683,47.4643746734,0 9.55416757437,47.4653364695,0 9.54710415553,47.4625590076,0 9.53868663914,47.4459663153,0 9.55278071073,47.4401304328,0 9.55450475947,47.4351227683,0 9.56001457035,47.4352737309,0 9.55979315125,47.4330461826,0 9.54834093975,47.4311861566,0 9.54016592807,47.4330447851,0 9.53867029255,47.4270700485,0 9.5277640951,47.4245412123,0 9.51664322521,47.4276931708,0 9.51587475092,47.4307664133,0 9.5204724407,47.4340580581,0 9.51969468482,47.4446900553,0 9.52536304277,47.4529202925,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",21,3032,1503,15,Heiden,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.57789039725,47.4642611972,0 9.5904548271,47.4606086855,0 9.59022608135,47.4592181816,0 9.58895710793,47.4540856691,0 9.58226263667,47.4581692886,0 9.56269848265,47.4576574714,0 9.56332153457,47.4642868193,0 9.57789039725,47.4642611972,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,3033,1503,15,Lutzenberg,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.4640080842,47.4188195665,0 9.4532954282,47.4324680564,0 9.46939343418,47.4393938621,0 9.47283302926,47.4339614805,0 9.48724806172,47.4380890163,0 9.50965861603,47.4380046073,0 9.51069986675,47.4300044668,0 9.51587475092,47.4307664133,0 9.51664322521,47.4276931708,0 9.51066756724,47.4240661634,0 9.49333157013,47.4249335898,0 9.47313063066,47.4191992008,0 9.4640080842,47.4188195665,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,3034,1503,15,Rehetobel,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.54834093975,47.4311861566,0 9.55979315125,47.4330461826,0 9.57540261112,47.4277734898,0 9.58405321957,47.4213142438,0 9.58712933693,47.4144181784,0 9.58427593479,47.411051746,0 9.58420539146,47.4102881769,0 9.56842457625,47.4018515886,0 9.55670751674,47.3978377263,0 9.54365260735,47.4095494414,0 9.55256525855,47.4113393724,0 9.5640104721,47.4098066056,0 9.56700540066,47.4067999502,0 9.57499694346,47.4087491014,0 9.57653767084,47.415757466,0 9.55727979016,47.4208813867,0 9.54834093975,47.4311861566,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,3035,1503,15,Reute AR,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.512010192,47.4037328088,0 9.50149790106,47.4043709286,0 9.48949805682,47.4121611564,0 9.47816237644,47.4138465282,0 9.47313063066,47.4191992008,0 9.49333157013,47.4249335898,0 9.51066756724,47.4240661634,0 9.51664322521,47.4276931708,0 9.5277640951,47.4245412123,0 9.52601872119,47.416213264,0 9.53399839023,47.4118035806,0 9.512010192,47.4037328088,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,3036,1503,15,Wald AR,
